Rk,Tm,Year,Date,Time,LTime,Opp,Week,Game,Result,Total Yardage,O Plays,Y/P,D Plays,DY/P,TO
2300,WAS,2014,10/12/2014,4:25,1:25,ARI,6,6,L 20-30,407,57,7.1404,68,4.6618,4
2301,DEN,2015,11/15/2015,4:30,2:30,KAN,10,9,L 13-29,221,65,3.4,65,4.6615,5
2302,MIN,2014,12/14/2014,4:25,4:25,DET,15,14,L 14-16,360,66,5.4545,50,4.66,2
2303,SFO,2017,10/1/2017,4:05,2:05,ARI,4,4,L 15-18,305,79,3.8608,79,4.6582,1
2304,ATL,2016,12/11/2016,4:25,1:25,LAR,14,13,W 42-14,286,57,5.0175,67,4.6567,
2305,STL,2015,12/27/2015,4:26,1:26,SEA,16,15,W 23-17,205,53,3.8679,67,4.6567,
2306,SFO,2013,12/1/2013,4:05,1:05,STL,13,12,W 23-13,338,62,5.4516,67,4.6567,1
2307,NWE,2012,9/9/2012,1:03,12:03,TEN,1,1,W 34-13,390,67,5.8209,61,4.6557,
2308,HOU,2013,9/29/2013,1:03,12:03,SEA,4,4,L 20-23,476,88,5.4091,58,4.6552,3
2309,WAS,2015,9/13/2015,1:02,1:02,MIA,1,1,L 10-17,349,69,5.058,55,4.6545,2
2310,CLE,2012,10/21/2012,1:02,1:02,IND,7,7,L 13-17,319,58,5.5,69,4.6522,
2311,GNB,2012,10/14/2012,8:30,7:30,HOU,6,6,W 42-24,427,70,6.1,69,4.6522,
2312,SDG,2012,9/10/2012,10:25,7:25,OAK,1,1,W 22-14,258,54,4.7778,69,4.6522,
2313,STL,2015,11/8/2015,1:02,12:02,MIN,9,8,L 18-21,320,70,4.5714,63,4.6508,
2314,JAX,2014,12/28/2014,1:03,12:03,HOU,17,16,L 17-23,233,53,4.3962,77,4.6494,
2315,SDG,2012,12/30/2012,4:21,1:21,OAK,17,16,W 24-21,210,50,4.2,57,4.6491,
2316,SFO,2012,10/18/2012,8:29,5:29,SEA,7,7,W 13-6,313,57,5.4912,54,4.6481,1
2317,WAS,2017,12/24/2017,1:00,1:00,DEN,16,15,W 27-11,386,66,5.8485,71,4.6479,2
2318,NYJ,2016,12/24/2016,1:00,1:00,NWE,16,15,L 3-41,239,55,4.3455,70,4.6429,4
2319,CHI,2017,9/17/2017,1:00,1:00,TAM,2,2,L 7-29,310,62,5,67,4.6418,4
2320,DAL,2013,12/22/2013,1:03,1:03,WAS,16,15,W 24-23,309,52,5.9423,64,4.6406,2
2321,ARI,2017,12/17/2017,1:00,1:00,WAS,15,14,L 15-20,286,80,3.575,47,4.6383,2
2322,BAL,2013,11/3/2013,4:25,4:25,CLE,9,8,L 18-24,278,67,4.1493,68,4.6324,2
2323,BUF,2016,11/27/2016,1:00,1:00,JAX,12,11,W 28-21,304,52,5.8462,65,4.6308,
2324,WAS,2015,9/20/2015,1:03,1:03,STL,2,2,W 24-10,373,66,5.6515,46,4.6304,1
2325,CLE,2014,11/30/2014,1:02,1:02,BUF,13,12,L 10-26,315,66,4.7727,62,4.629,3
2326,PIT,2015,11/1/2015,1:02,1:02,CIN,8,8,L 10-16,356,67,5.3134,64,4.625,3
2327,KAN,2016,9/25/2016,4:26,3:26,NYJ,3,3,W 24-3,293,62,4.7258,66,4.6212,1
2328,NWE,2014,12/28/2014,1:02,1:02,BUF,17,16,L 9-17,260,62,4.1935,58,4.6207,
2329,PHI,2012,12/9/2012,1:03,1:03,TAM,14,13,W 23-21,367,73,5.0274,68,4.6176,1
2330,TEN,2014,12/14/2014,4:05,3:05,NYJ,15,14,L 11-16,342,64,5.3438,60,4.6167,1
2331,TAM,2013,12/22/2013,1:00,12:00,STL,16,15,L 13-23,170,56,3.0357,60,4.6167,2
2332,CAR,2014,9/14/2014,1:04,1:04,DET,2,2,W 24-7,313,62,5.0484,70,4.6143,
2333,MIN,2015,9/20/2015,1:03,12:03,DET,2,2,W 26-16,350,61,5.7377,70,4.6143,1
2334,LAR,2016,12/24/2016,4:25,1:25,SFO,16,15,L 21-22,177,57,3.1053,70,4.6143,2
2335,DAL,2016,1/1/2017,1:00,1:00,PHI,17,16,L 13-27,195,53,3.6792,75,4.6133,2
2336,BUF,2012,12/30/2012,1:02,1:02,NYJ,17,16,W 28-9,334,57,5.8596,72,4.6111,1
2337,DAL,2016,12/1/2016,7:25,10:25,MIN,13,12,W 17-15,264,49,5.3878,69,4.6087,2
2338,CLE,2017,12/10/2017,1:00,1:00,GNB,14,13,L 21-27,345,57,6.0526,74,4.6081,2
2339,ARI,2016,11/13/2016,4:25,2:25,SFO,10,9,W 23-20,443,74,5.9865,61,4.6066,4
2340,MIA,2012,11/15/2012,8:29,8:29,BUF,11,10,L 14-19,184,55,3.3455,61,4.6066,3
2341,SFO,2017,10/29/2017,1:00,1:00,PHI,8,8,L 10-33,238,64,3.7188,66,4.6061,2
2342,TEN,2015,1/3/2016,1:02,1:02,IND,17,16,L 24-30,231,58,3.9828,71,4.6056,1
2343,PHI,2014,11/27/2014,4:36,3:36,DAL,13,12,W 33-10,464,75,6.1867,58,4.6034,1
2344,ATL,2015,11/1/2015,1:02,1:02,TAM,8,8,L 20-23,496,73,6.7945,63,4.6032,4
2345,GNB,2015,11/26/2015,8:30,7:30,CHI,12,11,L 13-17,365,73,5,63,4.6032,2
2346,PIT,2012,11/12/2012,8:40,8:40,KAN,10,9,W 16-13,249,62,4.0161,63,4.6032,1
2347,NYG,2015,10/4/2015,1:02,1:02,BUF,4,4,W 24-10,303,64,4.7344,68,4.6029,1
2348,BUF,2014,10/19/2014,1:02,1:02,MIN,7,7,W 17-16,373,68,5.4853,60,4.6,4
2349,MIA,2015,10/18/2015,1:03,12:03,TEN,6,5,W 38-10,434,63,6.8889,65,4.6,2
2350,DET,2017,9/10/2017,1:00,1:00,ARI,1,1,W 35-23,367,69,5.3188,67,4.597,1
2351,DET,2016,11/20/2016,1:00,1:00,JAX,11,10,W 26-19,277,57,4.8596,62,4.5968,2
2352,DET,2015,11/22/2015,1:02,1:02,OAK,11,10,W 18-13,375,70,5.3571,47,4.5957,
2353,MIA,2012,10/28/2012,1:06,1:06,NYJ,8,7,W 30-9,236,59,4,79,4.5949,1
2354,OAK,2012,12/23/2012,1:04,1:04,CAR,16,15,L 6-17,189,59,3.2034,59,4.5932,1
2355,SFO,2015,9/14/2015,10:20,7:20,MIN,1,1,W 20-3,395,66,5.9848,54,4.5926,1
2356,LAR,2017,9/10/2017,4:05,1:05,IND,1,1,W 46-9,373,64,5.8281,49,4.5918,1
2357,ARI,2014,12/11/2014,8:25,7:25,STL,15,14,W 12-6,274,64,4.2813,61,4.5902,
2358,NYG,2017,9/18/2017,8:30,8:30,DET,2,2,L 10-24,270,55,4.9091,56,4.5893,1
2359,NWE,2014,11/23/2014,1:02,1:02,DET,12,11,W 34-9,439,73,6.0137,73,4.589,1
2360,BAL,2017,12/17/2017,1:00,1:00,CLE,15,14,W 27-10,376,74,5.0811,58,4.5862,
2361,MIA,2012,10/7/2012,1:03,1:03,CIN,5,5,W 17-13,279,63,4.4286,65,4.5846,2
2362,NYJ,2012,10/14/2012,1:02,1:02,IND,6,6,W 35-9,351,64,5.4844,65,4.5846,
2363,WAS,2013,9/29/2013,4:25,1:25,OAK,4,4,W 24-14,339,64,5.2969,65,4.5846,1
2364,ARI,2014,10/19/2014,4:25,1:25,OAK,7,6,W 24-13,365,69,5.2899,48,4.5833,1
2365,TAM,2016,10/2/2016,4:05,4:05,DEN,4,4,L 7-27,215,66,3.2576,67,4.5821,3
2366,HOU,2014,9/28/2014,1:02,12:02,BUF,4,4,W 23-17,301,63,4.7778,69,4.5797,3
2367,BUF,2013,10/20/2013,1:02,1:02,MIA,7,7,W 23-21,268,66,4.0606,64,4.5781,1
2368,PIT,2013,12/29/2013,1:02,1:02,CLE,17,16,W 20-7,292,61,4.7869,64,4.5781,2
2369,PHI,2013,10/27/2013,1:02,1:02,NYG,8,8,L 7-15,200,58,3.4483,71,4.5775,3
2370,BAL,2016,11/27/2016,1:00,1:00,CIN,12,11,W 19-14,311,68,4.5735,71,4.5775,1
2371,DET,2012,10/14/2012,1:03,1:03,PHI,6,5,W 26-23,449,73,6.1507,78,4.5769,1
2372,NOR,2014,9/21/2014,1:03,12:03,MIN,3,3,W 20-9,396,68,5.8235,54,4.5741,
2373,CIN,2016,11/27/2016,1:00,1:00,BAL,12,11,L 14-19,325,71,4.5775,68,4.5735,2
2374,GNB,2014,11/9/2014,8:30,7:30,CHI,10,9,W 55-14,451,64,7.0469,68,4.5735,1
2375,CLE,2013,10/3/2013,8:29,8:29,BUF,5,5,W 37-24,290,65,4.4615,75,4.5733,
2376,OAK,2015,12/24/2015,8:26,5:26,SDG,16,15,W 23-20,281,65,4.3231,75,4.5733,1
2377,MIN,2015,11/8/2015,1:02,12:02,STL,9,8,W 21-18,293,63,4.6508,70,4.5714,1
2378,MIN,2015,11/22/2015,4:25,3:25,GNB,11,10,L 13-30,342,62,5.5161,70,4.5714,1
2379,ARI,2013,11/17/2013,1:04,1:04,JAX,11,10,W 27-14,416,69,6.029,60,4.5667,
2380,NOR,2017,10/15/2017,1:00,12:00,DET,6,5,W 52-38,379,67,5.6567,76,4.5658,3
2381,CAR,2016,10/10/2016,8:04,8:04,TAM,5,5,L 14-17,414,53,7.8113,69,4.5652,4
2382,CLE,2014,11/23/2014,1:02,1:02,ATL,12,11,W 26-24,475,71,6.6901,69,4.5652,3
2383,PIT,2015,10/1/2015,8:26,8:26,BAL,4,4,L 20-23,263,63,4.1746,78,4.5641,
2384,BAL,2017,10/15/2017,1:00,1:00,CHI,6,6,L 24-27,291,70,4.1571,75,4.56,3
2385,DET,2014,11/27/2014,12:39,12:39,CHI,13,12,W 34-17,474,70,6.7714,59,4.5593,1
2386,CAR,2014,12/7/2014,1:03,12:03,NOR,14,13,W 41-10,497,73,6.8082,68,4.5588,
2387,DAL,2016,12/26/2016,8:30,7:30,DET,16,15,W 42-21,375,52,7.2115,70,4.5571,
2388,SFO,2017,9/10/2017,4:25,1:25,CAR,1,1,L 3-23,217,54,4.0185,63,4.5556,2
2389,TEN,2012,11/11/2012,1:03,1:03,MIA,10,10,W 37-3,293,60,4.8833,56,4.5536,
2390,CIN,2015,12/6/2015,1:03,1:03,CLE,13,12,W 37-3,377,56,6.7321,60,4.55,
2391,IND,2017,12/23/2017,4:30,4:30,BAL,16,15,L 16-23,296,59,5.0169,71,4.5493,
2392,CLE,2012,11/4/2012,1:03,1:03,BAL,9,9,L 15-25,290,65,4.4615,62,4.5484,2
2393,DET,2012,9/9/2012,1:03,1:03,STL,1,1,W 27-23,429,67,6.403,55,4.5455,3
2394,STL,2015,9/27/2015,1:00,12:00,PIT,3,3,L 6-12,258,49,5.2653,57,4.5439,1
2395,CIN,2012,11/11/2012,1:03,1:03,NYG,10,9,W 31-13,275,58,4.7414,70,4.5429,1
2396,SFO,2013,10/27/2013,1:07,5:07,JAX,8,8,W 42-10,398,55,7.2364,70,4.5429,1
2397,NYG,2016,10/23/2016,9:31,2:31,LAR,7,7,W 17-10,232,57,4.0702,76,4.5395,1
2398,BAL,2017,10/8/2017,4:05,1:05,OAK,5,5,W 30-17,365,65,5.6154,54,4.537,
2399,DET,2015,11/15/2015,1:04,12:04,GNB,10,9,W 18-16,287,64,4.4844,82,4.5366,1
2400,MIN,2017,11/19/2017,1:00,3:00,LAR,11,10,W 24-7,451,73,6.1781,56,4.5357,
2401,SEA,2016,9/25/2016,4:05,1:05,SFO,3,3,W 37-18,418,65,6.4308,56,4.5357,2
2402,JAX,2015,11/8/2015,1:02,1:02,NYJ,9,8,L 23-28,436,65,6.7077,64,4.5313,4
2403,NOR,2013,10/13/2013,4:25,4:25,NWE,6,6,L 27-30,361,63,5.7302,83,4.5301,2
2404,BAL,2014,12/7/2014,1:02,1:02,MIA,14,13,W 28-13,447,65,6.8769,55,4.5273,1
2405,SFO,2012,9/23/2012,1:05,12:05,MIN,3,3,L 13-24,280,58,4.8276,76,4.5263,3
2406,ATL,2015,11/22/2015,1:02,1:02,IND,11,10,L 21-24,375,71,5.2817,61,4.5246,4
2407,DAL,2015,11/26/2015,4:31,3:31,CAR,12,11,L 14-33,210,56,3.75,65,4.5231,3
2408,HOU,2017,11/27/2017,8:30,8:30,BAL,12,11,L 16-23,303,64,4.7344,65,4.5231,3
2409,CLE,2016,1/1/2017,1:00,1:00,PIT,17,16,L 24-27,437,77,5.6753,69,4.5217,4
2410,BUF,2016,9/25/2016,1:02,1:02,ARI,3,3,W 33-18,297,61,4.8689,77,4.5195,1
2411,DEN,2013,9/5/2013,9:13,7:13,BAL,1,1,W 49-27,510,68,7.5,87,4.5172,2
2412,ATL,2017,10/15/2017,1:00,1:00,MIA,6,5,L 17-20,339,56,6.0536,64,4.5156,1
2413,NYG,2017,12/24/2017,4:25,2:25,ARI,16,15,L 0-23,293,67,4.3731,64,4.5156,3
2414,MIA,2016,9/11/2016,4:08,1:08,SEA,1,1,L 10-12,214,54,3.963,78,4.5128,
2415,MIA,2017,12/11/2017,8:30,8:30,NWE,14,13,W 27-20,362,70,5.1714,55,4.5091,
2416,ARI,2016,10/23/2016,8:30,5:30,SEA,7,7,T 6-6,443,90,4.9222,57,4.5088,
2417,ARI,2014,11/2/2014,1:04,12:04,DAL,9,8,W 28-17,339,65,5.2154,59,4.5085,1
2418,ARI,2017,11/5/2017,4:05,1:05,SFO,9,8,W 20-10,368,73,5.0411,73,4.5068,2
2419,JAX,2014,11/30/2014,1:03,1:03,NYG,13,12,W 25-24,258,64,4.0313,73,4.5068,
2420,CAR,2013,12/22/2013,1:04,1:04,NOR,16,15,W 17-13,222,44,5.0455,81,4.5062,1
2421,ARI,2012,10/14/2012,4:05,1:05,BUF,6,6,L 16-19,332,71,4.6761,68,4.5,2
2422,NOR,2014,9/14/2014,1:03,1:03,CLE,2,2,L 24-26,397,69,5.7536,72,4.5,2
2423,TAM,2012,9/23/2012,1:05,12:05,DAL,3,3,L 10-16,166,55,3.0182,66,4.5,2
2424,ATL,2013,10/20/2013,1:02,1:02,TAM,7,6,W 31-23,291,44,6.6136,75,4.4933,1
2425,CAR,2012,11/4/2012,1:05,1:05,WAS,9,8,W 21-13,330,50,6.6,75,4.4933,
2426,KAN,2015,10/11/2015,1:02,12:02,CHI,5,5,L 17-18,287,58,4.9483,73,4.4932,
2427,SDG,2014,9/21/2014,1:02,1:02,BUF,3,3,W 22-10,333,63,5.2857,65,4.4923,
2428,NWE,2012,12/30/2012,4:25,4:25,MIA,17,16,W 28-0,443,75,5.9067,57,4.4912,
2429,NOR,2013,9/22/2013,1:03,12:03,ARI,3,3,W 31-7,423,74,5.7162,55,4.4909,1
2430,NOR,2013,11/10/2013,8:30,7:30,DAL,10,9,W 49-17,625,80,7.8125,43,4.4884,1
2431,CIN,2016,12/4/2016,1:00,1:00,PHI,13,12,W 32-14,412,64,6.4375,80,4.4875,2
2432,MIN,2012,9/30/2012,1:03,1:03,DET,4,4,W 20-13,227,56,4.0536,76,4.4868,
2433,IND,2015,12/20/2015,1:02,1:02,HOU,15,14,L 10-16,190,54,3.5185,68,4.4853,2
2434,GNB,2015,11/15/2015,1:04,12:04,DET,10,9,L 16-18,372,82,4.5366,64,4.4844,
2435,DEN,2012,12/16/2012,1:02,1:02,BAL,15,14,W 34-17,350,75,4.6667,62,4.4839,
2436,TAM,2012,12/30/2012,1:02,1:02,ATL,17,16,W 22-17,366,65,5.6308,62,4.4839,1
2437,ARI,2012,10/4/2012,8:20,7:20,STL,5,5,L 3-17,282,76,3.7105,54,4.4815,1
2438,HOU,2016,11/13/2016,1:00,1:00,JAX,10,9,W 24-21,273,61,4.4754,73,4.4795,
2439,TAM,2015,11/8/2015,4:05,4:05,NYG,9,8,L 18-32,383,59,6.4915,73,4.4795,3
2440,CIN,2015,12/20/2015,4:25,1:25,SFO,15,14,W 24-14,242,61,3.9672,71,4.4789,1
2441,NWE,2013,9/12/2013,8:29,8:29,NYJ,2,2,W 13-10,232,64,3.625,71,4.4789,
2442,CAR,2013,12/1/2013,1:04,1:04,TAM,13,12,W 27-6,426,63,6.7619,46,4.4783,2
2443,BAL,2012,11/18/2012,8:30,8:30,PIT,11,10,W 13-10,200,57,3.5088,69,4.4783,
2444,BUF,2013,11/10/2013,1:02,1:02,PIT,10,10,L 10-23,227,64,3.5469,67,4.4776,1
2445,CHI,2017,10/9/2017,8:30,7:30,MIN,5,5,L 17-20,274,56,4.8929,67,4.4776,2
2446,JAX,2016,11/13/2016,1:00,1:00,HOU,10,9,L 21-24,327,73,4.4795,61,4.4754,2
2447,DEN,2012,11/25/2012,1:03,12:03,KAN,12,11,W 17-9,368,63,5.8413,59,4.4746,1
2448,MIN,2014,12/28/2014,1:02,12:02,CHI,17,16,W 13-9,311,61,5.0984,59,4.4746,1
2449,PIT,2012,10/28/2012,1:02,1:02,WAS,8,7,W 27-12,355,61,5.8197,57,4.4737,
2450,SEA,2014,9/4/2014,8:42,5:42,GNB,1,1,W 36-16,398,66,6.0303,57,4.4737,1
2451,NYG,2013,9/8/2013,8:30,7:30,DAL,1,1,L 31-36,478,59,8.1017,74,4.473,6
2452,DEN,2012,9/30/2012,4:05,2:05,OAK,4,4,W 37-6,503,77,6.5325,53,4.4717,1
2453,BUF,2015,9/13/2015,1:03,1:03,IND,1,1,W 27-14,342,55,6.2182,68,4.4706,
2454,SDG,2016,10/13/2016,8:25,5:25,DEN,6,6,W 21-13,265,60,4.4167,68,4.4706,2
2455,GNB,2013,10/6/2013,1:02,12:02,DET,5,4,W 22-9,449,64,7.0156,64,4.4688,
2456,KAN,2016,10/30/2016,1:02,1:02,IND,8,7,W 30-14,422,71,5.9437,62,4.4677,
2457,CIN,2017,9/10/2017,1:00,1:00,BAL,1,1,L 0-20,221,58,3.8103,60,4.4667,5
2458,NWE,2015,11/8/2015,1:02,1:02,WAS,9,8,W 27-10,460,76,6.0526,56,4.4643,2
2459,BUF,2013,10/3/2013,8:29,8:29,CLE,5,5,L 24-37,343,75,4.5733,65,4.4615,1
2460,DAL,2017,10/22/2017,4:05,1:05,SFO,7,6,W 40-10,501,70,7.1571,65,4.4615,
2461,BAL,2012,11/4/2012,1:03,1:03,CLE,9,8,W 25-15,282,62,4.5484,65,4.4615,
2462,BUF,2012,11/25/2012,1:03,1:03,IND,12,11,L 13-20,304,58,5.2414,70,4.4571,1
2463,CHI,2017,12/24/2017,1:00,12:00,CLE,16,15,W 20-3,258,59,4.3729,57,4.4561,
2464,BUF,2015,10/11/2015,1:03,12:03,TEN,5,5,W 14-13,209,50,4.18,62,4.4516,1
2465,CAR,2013,12/29/2013,1:05,1:05,ATL,17,16,W 21-20,283,57,4.9649,69,4.4493,2
2466,NYJ,2017,11/2/2017,8:25,8:25,BUF,9,9,W 34-21,331,62,5.3387,69,4.4493,
2467,ARI,2012,10/21/2012,1:05,12:05,MIN,7,7,L 14-21,356,69,5.1594,47,4.4468,2
2468,DEN,2017,9/11/2017,10:20,8:20,LAC,1,1,W 24-21,321,68,4.7206,56,4.4464,2
2469,HOU,2012,11/11/2012,8:31,7:31,CHI,10,9,W 13-6,215,62,3.4677,56,4.4464,2
2470,JAX,2017,10/15/2017,4:05,4:05,LAR,6,6,L 17-27,389,66,5.8939,56,4.4464,1
2471,STL,2012,11/18/2012,1:00,12:00,NYJ,11,10,L 13-27,281,65,4.3231,65,4.4462,3
2472,CIN,2012,12/23/2012,1:02,1:02,PIT,16,15,W 13-10,267,63,4.2381,63,4.4444,3
2473,DAL,2012,11/18/2012,1:04,12:04,CLE,11,10,W 23-20,320,78,4.1026,70,4.4429,1
2474,ATL,2016,12/24/2016,1:00,1:00,CAR,16,15,W 33-16,408,61,6.6885,68,4.4412,
2475,CLE,2013,11/24/2013,1:03,1:03,PIT,12,11,L 11-27,367,73,5.0274,68,4.4412,4
2476,NWE,2016,10/9/2016,1:02,1:02,CLE,5,5,W 33-13,501,77,6.5065,59,4.4407,
2477,SDG,2015,12/6/2015,4:05,1:05,DEN,13,12,L 3-17,272,62,4.3871,66,4.4394,3
2478,SEA,2012,9/9/2012,4:25,1:25,ARI,1,1,L 16-20,254,70,3.6286,57,4.4386,2
2479,NYG,2013,12/22/2013,4:05,4:05,DET,16,15,W 23-20,279,65,4.2923,80,4.4375,2
2480,SFO,2012,10/7/2012,4:25,1:25,BUF,5,5,W 45-3,621,63,9.8571,46,4.4348,1
2481,WAS,2016,10/9/2016,1:03,1:03,BAL,5,5,W 16-10,310,62,5,69,4.4348,2
2482,DAL,2015,12/7/2015,8:31,8:31,WAS,13,12,W 19-16,318,54,5.8889,60,4.4333,3
2483,KAN,2012,12/23/2012,1:03,12:03,IND,16,15,L 13-20,507,67,7.5672,65,4.4308,3
2484,BAL,2013,9/29/2013,1:02,1:02,BUF,4,4,L 20-23,345,63,5.4762,79,4.4304,5
2485,CAR,2017,10/29/2017,1:00,1:00,TAM,8,8,W 17-3,254,63,4.0317,63,4.4286,1
2486,CHI,2012,12/9/2012,1:05,12:05,MIN,14,13,L 14-21,438,73,6,56,4.4286,2
2487,CIN,2012,10/7/2012,1:03,1:03,MIA,5,5,L 13-17,298,65,4.5846,63,4.4286,3
2488,DEN,2014,10/19/2014,8:30,6:30,SFO,7,6,W 42-17,419,56,7.4821,70,4.4286,
2489,TEN,2017,11/5/2017,1:00,12:00,BAL,9,8,W 23-20,257,52,4.9423,77,4.4286,1
2490,OAK,2014,12/7/2014,4:25,1:25,SFO,14,13,W 24-13,330,60,5.5,56,4.4286,
2491,DAL,2017,9/25/2017,8:30,6:30,ARI,3,3,W 28-17,273,45,6.0667,75,4.4267,
2492,TEN,2015,11/1/2015,1:02,12:02,HOU,8,7,L 6-20,211,58,3.6379,61,4.4262,3
2493,OAK,2016,10/30/2016,1:02,1:02,TAM,8,8,W 30-24,626,85,7.3647,61,4.4262,1
2494,MIN,2016,10/23/2016,1:02,1:02,PHI,7,6,L 10-21,282,74,3.8108,54,4.4259,4
2495,ARI,2016,10/17/2016,8:30,5:30,NYJ,6,6,W 28-3,396,70,5.6571,52,4.4231,
2496,SEA,2015,12/20/2015,4:06,1:06,CLE,15,14,W 30-13,423,68,6.2206,52,4.4231,
2497,JAX,2016,9/25/2016,1:02,1:02,BAL,3,3,L 17-19,216,63,3.4286,64,4.4219,3
2498,NYJ,2013,12/22/2013,1:02,1:02,CLE,16,15,W 24-13,422,76,5.5526,64,4.4219,
2499,LAR,2017,11/12/2017,4:05,1:05,HOU,10,9,W 33-7,443,66,6.7121,64,4.4219,
2500,DEN,2016,1/1/2017,4:25,2:25,OAK,17,16,W 24-6,349,67,5.209,50,4.42,1
2501,NYJ,2016,11/6/2016,1:00,1:00,MIA,9,9,L 23-27,331,53,6.2453,62,4.4194,2
2502,DEN,2016,10/13/2016,8:25,5:25,SDG,6,6,L 13-21,304,68,4.4706,60,4.4167,2
2503,CHI,2017,12/10/2017,1:00,1:00,CIN,14,13,W 33-7,482,72,6.6944,53,4.4151,
2504,MIN,2012,9/16/2012,1:03,1:03,IND,2,2,L 20-23,327,65,5.0308,63,4.4127,1
2505,OAK,2014,11/16/2014,4:05,1:05,SDG,11,10,L 6-13,233,55,4.2364,68,4.4118,1
2506,GNB,2014,9/14/2014,4:25,3:25,NYJ,2,2,W 31-24,390,68,5.7353,71,4.4085,1
2507,SFO,2013,10/6/2013,8:31,5:31,HOU,5,5,W 34-3,284,52,5.4615,71,4.4085,
2508,JAX,2015,10/4/2015,1:02,1:02,IND,4,4,L 13-16,431,79,5.4557,74,4.4054,
2509,OAK,2014,11/2/2014,4:26,1:26,SEA,9,8,L 24-30,226,60,3.7667,74,4.4054,3
2510,SDG,2014,12/28/2014,1:03,12:03,KAN,17,16,L 7-19,361,66,5.4697,57,4.4035,3
2511,CLE,2012,11/25/2012,1:02,1:02,PIT,12,11,W 20-14,238,64,3.7188,55,4.4,1
2512,DAL,2017,12/10/2017,1:00,4:25,NYG,14,13,W 30-10,454,61,7.4426,75,4.4,
2513,DEN,2017,10/22/2017,4:25,1:25,LAC,7,6,L 0-21,251,59,4.2542,55,4.4,3
2514,MIA,2013,11/11/2013,8:40,8:40,TAM,10,9,L 19-22,213,58,3.6724,60,4.4,1
2515,NOR,2017,11/12/2017,1:00,1:00,BUF,10,9,W 47-10,482,73,6.6027,45,4.4,1
2516,NOR,2013,10/27/2013,1:02,12:02,BUF,8,7,W 35-17,386,64,6.0313,68,4.3971,
2517,DAL,2017,9/10/2017,8:30,7:30,NYG,1,1,W 19-3,392,71,5.5211,53,4.3962,
2518,HOU,2014,12/28/2014,1:03,12:03,JAX,17,16,W 23-17,358,77,4.6494,53,4.3962,2
2519,JAX,2017,12/3/2017,1:00,1:00,IND,13,12,W 30-10,426,64,6.6563,66,4.3939,
2520,PIT,2012,10/7/2012,1:02,1:02,PHI,5,4,W 16-14,343,68,5.0441,56,4.3929,
2521,MIA,2014,10/19/2014,1:00,12:00,CHI,7,6,W 27-14,393,69,5.6957,51,4.3922,
2522,DEN,2015,12/6/2015,4:05,1:05,SDG,13,12,W 17-3,293,66,4.4394,62,4.3871,1
2523,CIN,2016,12/24/2016,8:25,7:25,HOU,16,15,L 10-12,294,63,4.6667,57,4.386,1
2524,SEA,2013,12/22/2013,4:06,1:06,ARI,16,15,L 10-17,192,51,3.7647,70,4.3857,2
2525,NWE,2015,10/11/2015,4:25,3:25,DAL,5,4,W 30-6,356,55,6.4727,66,4.3788,
2526,PHI,2015,11/15/2015,1:05,1:05,MIA,10,9,L 19-20,436,87,5.0115,66,4.3788,1
2527,CAR,2014,11/30/2014,1:02,12:02,MIN,13,12,L 13-31,348,72,4.8333,48,4.375,1
2528,NYJ,2015,11/12/2015,8:26,8:26,BUF,10,9,L 17-22,318,59,5.3898,64,4.375,4
2529,TEN,2014,9/7/2014,1:02,12:02,KAN,1,1,W 26-10,405,75,5.4,56,4.375,
2530,NYG,2016,9/11/2016,4:27,3:27,DAL,1,1,W 20-19,316,54,5.8519,75,4.3733,1
2531,NYJ,2013,9/22/2013,4:25,4:25,BUF,3,3,W 27-20,513,70,7.3286,75,4.3733,2
2532,ARI,2017,12/24/2017,4:25,2:25,NYG,16,15,W 23-0,289,64,4.5156,67,4.3731,2
2533,CLE,2017,12/24/2017,1:00,12:00,CHI,16,15,L 3-20,254,57,4.4561,59,4.3729,3
2534,DET,2014,9/21/2014,1:02,1:02,GNB,3,3,W 19-7,353,74,4.7703,51,4.3725,3
2535,CIN,2015,1/3/2016,1:02,1:02,BAL,17,16,W 24-16,292,57,5.1228,78,4.3718,
2536,PHI,2014,9/7/2014,1:02,1:02,JAX,1,1,W 34-17,420,82,5.122,70,4.3714,3
2537,OAK,2015,11/29/2015,1:02,12:02,TEN,12,11,W 24-21,407,69,5.8986,57,4.3684,2
2538,CAR,2013,10/24/2013,8:29,8:29,TAM,8,7,W 31-13,324,62,5.2258,68,4.3676,
2539,PIT,2017,12/25/2017,4:30,3:30,HOU,16,15,W 34-6,330,58,5.6897,52,4.3654,
2540,SFO,2016,10/6/2016,8:27,5:27,ARI,5,5,L 21-33,286,74,3.8649,66,4.3636,3
2541,SEA,2016,1/1/2017,4:25,1:25,SFO,17,16,W 25-23,376,65,5.7846,58,4.3621,
2542,CLE,2013,12/1/2013,1:02,1:02,JAX,13,12,L 28-32,439,73,6.0137,72,4.3611,3
2543,NYG,2014,9/14/2014,1:04,1:04,ARI,2,2,L 14-25,341,68,5.0147,61,4.3607,4
2544,PHI,2016,10/9/2016,1:02,1:02,DET,5,4,L 23-24,346,57,6.0702,56,4.3571,2
2545,ATL,2012,10/28/2012,1:03,1:03,PHI,8,7,W 30-17,392,68,5.7647,62,4.3548,
2546,JAX,2012,12/9/2012,1:02,1:02,NYJ,14,13,L 10-17,291,70,4.1571,62,4.3548,2
